Wavelength,Flux,BestFit,SkyFlux
6708.107,24.942,24.865,5.253
6709.652,25.845,25.133,5.224
6711.197,25.115,25.227,5.142
6712.743,25.209,24.738,4.760
6714.289,24.892,24.472,4.796
6715.835,25.106,24.455,4.946
6717.381,24.318,24.011,5.666
6718.928,23.817,23.020,5.797
6720.475,23.048,22.535,5.399
6722.023,24.004,23.729,4.767
6723.571,25.222,24.556,4.756
6725.119,25.220,24.670,4.597
6726.668,25.208,24.538,4.685
6728.217,25.485,24.352,4.755
6729.767,24.360,24.371,4.773
6731.316,25.078,24.849,5.288
6732.866,24.705,24.684,5.553
6734.417,25.468,24.644,5.252
6735.968,25.394,24.709,4.772
6737.519,25.251,24.673,4.644
6739.071,25.439,24.574,4.735
6740.622,25.465,24.588,4.780
6742.175,25.689,24.405,4.929
6743.727,25.137,24.311,4.989
6745.280,24.333,24.186,4.933
6746.834,24.024,24.185,5.014
6748.387,24.592,24.280,4.875
6749.941,24.320,24.028,4.714
6751.496,24.664,23.700,4.649
6753.051,24.589,23.735,4.743
6754.606,24.240,23.843,4.571
6756.161,24.817,24.032,4.682
6757.717,25.283,24.384,4.530
6759.273,25.615,24.669,4.555
6760.830,26.023,24.738,4.438
6762.387,25.533,24.795,4.521
6763.944,25.783,24.774,4.511
6765.502,24.666,24.525,4.560
6767.060,25.110,24.209,4.386
6768.618,24.017,24.116,4.475
6770.177,24.233,23.586,4.460
6771.736,24.398,23.669,4.433
6773.295,24.422,24.015,4.427
6774.855,24.416,24.147,4.426
6776.415,25.232,24.228,4.433
6777.976,25.203,24.683,4.469
6779.536,24.580,24.603,4.410
6781.098,24.852,24.494,4.408
6782.659,24.683,24.430,4.500
6784.221,24.664,24.093,4.550
6785.784,23.659,23.544,4.491
6787.346,24.066,23.436,4.494
6788.909,23.989,23.637,4.590
6790.473,25.103,23.927,4.596
6792.036,24.857,24.111,4.583
6793.600,24.866,24.122,4.325
6795.165,24.023,24.033,4.473
6796.730,24.939,23.964,4.375
6798.295,24.904,23.820,4.367
6799.860,24.389,23.673,4.415
6801.426,24.080,23.801,4.526
6802.993,25.060,24.114,4.479
6804.559,24.905,24.256,4.448
6806.126,24.863,24.025,4.462
6807.694,24.257,23.785,4.364
6809.261,24.508,23.702,4.346
6810.829,24.896,23.654,4.329
6812.398,24.501,23.627,4.377
6813.967,24.607,23.802,4.411
6815.536,24.370,24.181,4.392
6817.105,24.635,23.864,4.230
6818.675,25.072,23.694,4.256
6820.245,24.856,23.661,4.354
6821.816,24.304,23.617,4.394
6823.387,24.064,23.590,4.366
6824.958,25.105,23.702,4.444
6826.530,25.270,23.901,5.261
6828.102,24.218,23.798,8.480
6829.674,24.756,23.562,14.413
6831.247,24.685,23.453,18.302
6832.820,25.437,23.507,15.651
6834.394,24.925,23.588,13.745
6835.968,23.990,23.860,16.064
6837.542,25.577,23.821,14.726
6839.116,24.546,23.523,8.247
6840.691,24.443,23.185,5.448
6842.267,22.958,22.839,6.873
6843.842,23.756,22.449,7.990
6845.418,22.995,22.666,7.187
6846.995,23.378,23.163,5.301
6848.572,24.740,23.401,4.410
6850.149,24.548,23.382,4.521
6851.726,25.044,23.354,4.824
6853.304,24.949,23.338,4.866
6854.882,24.390,23.150,4.631
6856.461,24.227,22.702,4.331
6858.040,23.874,22.235,4.285
6859.619,23.676,22.160,4.265
6861.199,23.498,22.460,4.470
6862.779,23.341,22.469,7.699
6864.359,22.506,22.170,16.579
6865.940,24.060,22.873,23.936
6867.521,24.893,23.365,18.563
6869.103,23.790,23.240,9.046
6870.684,25.196,23.058,6.015
6872.267,23.950,23.140,7.607
6873.849,24.221,23.002,7.718
6875.432,24.693,22.774,5.953
6877.015,24.102,22.910,4.618
6878.599,24.166,23.331,4.453
6880.183,23.731,23.625,4.968
6881.768,24.557,23.473,6.284
6883.352,23.570,22.791,7.140
6884.937,23.118,22.366,6.503
6886.523,22.549,22.438,5.269
6888.109,23.213,22.789,5.103
6889.695,23.696,23.242,7.483
6891.282,25.141,23.749,9.464
6892.869,25.593,23.622,8.181
6894.456,24.288,23.488,5.745
6896.044,24.504,23.606,5.055
6897.632,24.183,23.623,4.924
6899.220,24.051,23.434,4.804
6900.809,24.133,23.499,6.574
6902.398,23.189,23.233,9.292
6903.988,23.896,23.094,8.898
6905.577,24.270,23.139,6.240
6907.168,24.266,23.376,4.548
6908.758,23.724,23.704,4.412
6910.349,23.958,23.848,4.584
6911.941,25.116,23.941,6.040
6913.532,24.427,23.719,9.375
6915.124,23.027,23.405,11.042
6916.717,22.463,23.133,8.448
6918.310,22.674,22.883,5.191
6919.903,23.192,22.681,4.296
6921.496,22.976,22.734,5.170
6923.090,24.153,23.370,9.293
6924.685,24.839,23.734,15.765
6926.279,23.458,23.402,16.079
6927.874,22.897,22.990,9.333
6929.470,23.504,23.536,4.904
6931.065,23.752,24.272,4.880
6932.662,24.922,24.506,4.564
6934.258,23.995,24.403,4.191
6935.855,24.779,24.249,4.245
6937.452,24.222,24.157,4.521
6939.050,24.812,24.114,6.074
6940.648,24.625,24.222,8.982
6942.246,25.151,24.507,9.862
6943.845,24.680,24.633,7.586
6945.444,25.279,24.407,4.913
6947.043,23.775,24.003,4.731
6948.643,24.638,23.980,8.511
6950.243,24.492,24.777,16.505
6951.844,25.467,24.861,18.176
6953.445,24.502,24.485,11.090
6955.046,24.378,24.315,5.756
6956.648,24.776,24.436,4.868
6958.250,24.079,24.391,4.828
6959.852,24.176,24.631,4.894
6961.455,24.314,24.783,4.830
6963.058,25.002,24.737,4.712
6964.661,24.724,24.612,4.708
6966.265,24.508,24.554,4.800
6967.869,24.091,24.559,4.994
6969.474,24.752,24.470,6.018
6971.079,25.207,24.569,7.844
6972.684,24.893,24.515,8.352
6974.290,24.552,24.314,6.603
6975.896,24.564,24.221,4.841
6977.502,25.067,24.089,6.092
6979.109,23.182,23.171,10.219
6980.716,22.443,22.297,12.982
6982.324,23.058,22.483,10.411
6983.932,23.059,23.567,5.925
6985.540,24.117,24.501,4.816
6987.149,24.847,24.541,4.846
6988.758,24.704,24.600,4.938
6990.367,24.565,24.419,4.759
6991.977,24.020,24.359,4.692
6993.587,24.335,24.477,4.522
6995.198,24.296,24.497,4.485
6996.809,24.092,24.384,4.506
6998.420,25.005,24.635,4.802
7000.032,24.767,24.550,4.864
7001.644,24.015,24.154,4.750
7003.256,23.596,24.051,5.128
7004.869,24.182,24.328,6.354
7006.482,24.340,24.167,6.783
7008.095,24.207,24.149,5.586
7009.709,24.398,24.357,4.618
7011.323,23.819,24.429,6.164
7012.938,23.711,24.380,8.394
7014.553,24.352,24.435,8.367
7016.168,23.791,24.386,5.776
7017.784,23.653,23.446,4.252
7019.400,23.005,23.230,4.158
7021.017,23.857,24.114,4.186
7022.633,24.092,24.780,4.158
7024.251,23.592,24.286,4.200
7025.868,23.911,23.730,4.049
7027.486,23.001,23.762,4.188
7029.105,24.515,24.279,4.278
7030.723,24.221,24.776,4.402
7032.342,23.870,24.904,4.490
7033.962,24.368,24.719,4.396
7035.582,24.344,24.636,4.315
7037.202,24.964,24.758,4.150
7038.822,24.371,24.417,4.212
7040.443,23.424,24.082,4.353
7042.065,23.523,24.336,5.055
7043.686,24.201,25.121,5.529
7045.308,25.259,25.655,5.328
7046.931,25.273,25.691,5.567
7048.553,25.152,25.596,7.231
7050.177,25.146,25.669,8.531
7051.800,25.754,25.756,7.826
7053.424,25.833,25.503,6.288
7055.048,24.831,24.853,5.631
7056.673,24.923,24.311,5.186
7058.298,24.638,24.546,4.768
7059.924,24.922,24.727,4.604
7061.549,24.376,24.441,4.584
7063.176,23.045,24.086,4.817
7064.802,23.402,24.200,5.207
7066.429,24.358,24.474,5.364
7068.056,24.185,24.475,5.320
7069.684,24.110,24.208,5.342
7071.312,23.444,24.059,5.376
7072.940,24.450,24.373,5.305
7074.569,24.770,24.931,5.115
7076.198,25.000,25.008,5.112
7077.828,24.230,25.108,5.294
7079.458,25.223,25.233,5.106
7081.088,24.725,25.272,5.176
7082.719,25.157,25.219,5.515
7084.350,25.470,24.965,5.785
7085.981,24.065,23.931,5.315
7087.613,22.805,23.386,5.019
7089.245,23.524,23.483,5.664
7090.878,24.156,23.608,6.356
7092.511,23.405,23.466,6.045
7094.144,23.667,23.616,5.252
7095.778,24.496,23.864,4.698
7097.412,23.967,24.044,4.375
7099.046,24.813,24.010,4.280
7100.681,24.923,24.036,4.396
7102.316,24.575,24.293,4.322
7103.952,24.274,24.304,4.411
7105.588,25.028,23.999,4.451
7107.224,24.124,24.097,4.355
7108.861,24.638,24.247,4.377
7110.498,23.765,24.151,4.548
7112.135,23.829,23.832,4.560
7113.773,23.168,23.460,4.503
7115.411,23.706,23.567,4.396
7117.050,23.788,24.008,4.384
7118.689,23.785,24.150,4.419
7120.328,24.304,24.144,4.373
7121.968,24.600,24.215,4.311
7123.608,23.486,23.847,4.280
7125.248,23.666,23.805,4.244
7126.889,24.518,23.836,4.550
7128.530,23.692,23.623,5.033
7130.172,23.582,23.323,5.151
7131.814,23.413,23.039,4.854
7133.456,22.676,22.504,4.901
7135.099,23.377,22.740,5.175
7136.742,24.500,23.375,4.975
7138.386,24.518,23.652,4.529
7140.029,24.418,23.514,4.235
7141.674,24.646,23.341,4.506
7143.318,24.468,23.283,5.283
7144.963,24.586,23.427,6.146
7146.609,23.638,23.345,6.302
7148.254,22.938,22.748,5.951
7149.901,21.343,21.637,5.533
7151.547,22.072,21.136,5.148
7153.194,23.762,22.899,4.816
7154.841,24.192,23.703,4.530
7156.489,23.878,23.864,4.345
7158.137,23.635,23.838,4.487
7159.785,24.858,23.761,4.992
7161.434,24.309,23.649,5.089
7163.083,24.202,23.543,5.157
7164.733,24.032,23.427,5.106
7166.383,23.580,22.911,5.042
7168.033,23.817,22.928,5.070
7169.684,24.384,23.539,5.231
7171.335,25.093,24.084,5.263
7172.986,24.335,24.392,5.046
7174.638,24.809,24.370,4.986
7176.290,24.847,24.094,5.328
7177.943,23.988,23.747,5.449
7179.596,24.275,23.603,5.075
7181.249,23.502,23.648,5.057
7182.903,23.847,23.397,5.312
7184.557,23.598,23.189,5.223
7186.212,24.197,23.997,4.743
7187.866,23.777,23.803,4.292
7189.522,22.192,22.436,4.067
7191.177,22.414,21.788,4.261
7192.833,23.055,22.795,4.084
7194.490,23.535,23.374,4.070
7196.147,23.566,23.719,4.061
7197.804,23.630,23.708,4.172
7199.461,23.973,23.717,4.257
7201.119,24.095,23.940,4.474
7202.778,23.861,23.442,4.490
7204.436,23.122,22.599,4.321
7206.095,23.387,22.983,4.140
7207.755,23.436,23.216,4.195
7209.415,22.149,22.464,4.185
7211.075,21.795,21.698,4.149
7212.735,22.366,22.477,4.138
7214.396,23.359,23.615,3.947
7216.058,24.226,23.833,4.001
7217.719,24.058,23.750,4.022
7219.382,23.585,23.789,4.088
7221.044,23.953,23.900,4.255
7222.707,24.110,24.125,4.552
7224.370,23.464,23.771,5.006
7226.034,24.213,23.652,4.782
7227.698,23.324,24.056,4.680
7229.362,24.609,24.305,4.718
7231.027,24.412,24.062,4.939
7232.692,23.894,24.372,4.927
7234.358,24.927,24.645,4.942
7236.024,25.108,24.638,5.148
7237.690,24.580,24.502,6.320
7239.357,24.290,24.399,14.628
7241.024,23.900,24.360,30.775
7242.692,24.694,24.295,37.706
7244.360,24.687,24.135,33.317
7246.028,22.932,23.673,33.562
7247.697,23.930,23.599,35.222
7249.366,25.086,24.156,22.249
7251.035,23.622,24.717,9.552
7252.705,24.157,24.434,7.514
7254.375,23.949,23.910,10.741
7256.046,23.153,23.787,12.329
7257.717,24.002,24.131,9.837
7259.388,24.328,24.520,6.957
7261.060,24.026,24.465,5.256
7262.732,23.870,23.957,4.772
7264.404,22.691,23.494,4.876
7266.077,23.999,23.779,4.946
7267.750,24.524,24.327,5.320
7269.424,23.712,24.730,6.265
7271.098,24.295,24.902,6.606
7272.772,24.913,24.763,6.136
7274.447,25.091,24.690,7.372
7276.122,24.293,24.834,21.960
7277.798,25.341,24.959,43.673
7279.474,25.187,24.842,43.833
7281.150,23.632,24.592,21.564
7282.827,24.342,24.582,8.367
7284.504,23.603,24.296,12.961
7286.182,23.262,24.122,20.801
7287.860,24.122,24.074,19.324
7289.538,23.271,23.969,10.453
7291.217,22.730,23.722,5.700
7292.896,23.107,23.431,5.423
7294.575,22.079,23.081,5.896
7296.255,22.777,23.426,7.606
7297.935,24.205,24.355,9.672
7299.616,24.149,24.941,8.546
7301.297,24.376,24.691,5.562
7302.978,24.056,24.589,6.449
7304.660,23.548,24.636,12.032
7306.342,24.030,24.458,14.717
7308.025,23.906,24.230,10.412
7309.708,23.379,24.083,6.120
7311.391,23.681,24.001,5.476
7313.075,23.248,24.101,5.891
7314.759,24.748,24.540,7.397
7316.443,23.782,24.769,19.719
7318.128,25.024,24.858,35.023
7319.813,25.107,24.644,32.664
7321.499,23.649,24.235,13.799
7323.185,23.825,24.650,5.063
7324.871,24.525,24.880,4.537
7326.558,24.000,23.972,4.421
7328.245,23.263,22.773,6.894
7329.933,22.324,22.885,15.432
7331.621,24.681,24.405,21.216
7333.309,24.731,24.713,14.490
7334.998,24.190,24.371,6.785
7336.687,25.369,24.635,4.813
7338.377,24.331,24.962,4.838
7340.067,25.277,24.884,12.200
7341.757,23.851,24.809,32.534
7343.448,24.709,25.259,43.000
7345.139,24.693,24.794,27.716
7346.830,23.197,24.076,9.238
7348.522,23.560,24.327,5.487
7350.214,23.998,24.913,5.435
7351.907,24.330,24.651,5.631
7353.600,24.262,24.400,5.991
7355.293,23.641,24.137,5.655
7356.987,23.678,23.664,5.830
7358.681,23.743,23.022,10.620
7360.376,23.607,23.101,18.046
7362.071,24.049,24.144,16.834
7363.766,24.000,24.157,9.051
7365.462,22.552,23.435,5.499
7367.158,23.782,23.857,5.601
7368.855,24.635,24.406,13.465
7370.552,24.268,24.549,29.985
7372.249,26.148,24.770,34.198
7373.947,24.321,24.945,19.735
7375.645,23.951,24.977,7.466
7377.343,24.817,24.813,5.475
7379.042,23.978,24.843,4.986
7380.742,24.300,25.120,4.817
7382.441,25.030,25.229,4.649
7384.141,24.076,24.848,4.727
7385.842,24.205,24.535,4.621
7387.543,23.922,23.995,4.466
7389.244,22.982,23.437,4.606
7390.946,21.822,23.144,5.860
7392.648,22.820,23.327,10.521
7394.350,24.301,24.038,14.818
7396.053,24.462,24.227,11.821
7397.756,23.831,24.378,6.389
7399.460,24.386,24.687,4.756
7401.164,24.272,24.322,8.866
7402.868,21.854,23.223,19.843
7404.573,24.096,23.745,23.847
7406.278,25.216,24.617,14.883
7407.983,25.035,24.808,5.969
7409.689,24.563,24.515,4.194
7411.396,23.057,23.859,4.220
7413.102,22.572,23.223,4.782
7414.810,23.168,23.802,5.189
7416.517,23.310,23.871,4.996
7418.225,23.245,23.658,4.597
7419.933,23.118,23.843,4.708
7421.642,23.972,24.148,4.383
7423.351,24.031,23.892,4.230
7425.061,23.042,23.506,4.251
7426.770,23.374,23.799,4.216
7428.481,23.687,24.537,4.667
7430.191,24.547,25.098,7.753
7431.902,23.985,25.034,10.477
7433.614,23.818,24.590,8.973
7435.326,24.242,24.741,5.388
7437.038,24.207,24.817,5.074
7438.751,24.249,24.979,10.206
7440.464,24.691,25.095,16.003
7442.177,24.943,24.714,13.661
7443.891,23.460,24.002,6.769
7445.605,22.916,24.143,4.444
7447.320,23.806,23.531,4.306
7449.035,22.113,23.389,4.064
7450.750,23.119,24.009,4.283
7452.466,24.101,24.673,4.404
7454.182,23.632,24.809,4.371
7455.899,24.804,24.991,4.220
7457.616,24.216,25.075,4.333
7459.333,24.420,25.022,4.426
7461.051,24.033,25.033,4.889
7462.769,23.150,24.507,5.482
7464.488,22.811,23.247,6.395
7466.207,22.842,23.310,7.089
7467.926,23.622,24.700,7.731
7469.646,24.946,25.300,7.718
7471.366,24.929,25.085,7.705
7473.086,24.888,24.749,10.344
7474.807,24.646,24.657,13.040
7476.529,23.202,24.717,11.338
7478.250,23.616,24.799,7.700
7479.972,23.896,24.851,9.367
7481.695,23.580,24.788,13.203
7483.418,24.446,24.704,13.449
7485.141,23.632,24.763,12.779
7486.865,25.133,24.880,11.473
7488.589,24.710,24.967,7.050
7490.314,24.378,24.942,4.996
7492.038,23.278,24.509,4.520
7493.764,23.734,23.998,5.274
7495.489,22.145,23.747,6.828
7497.216,22.307,23.101,6.418
7498.942,22.015,23.445,4.803
7500.669,23.737,24.490,4.326
7502.396,25.253,25.142,4.525
7504.124,24.608,25.057,4.498
7505.852,24.285,24.778,4.342
7507.581,23.578,24.719,4.255
7509.309,23.114,24.226,4.161
7511.039,23.472,23.831,4.153
7512.768,22.530,23.202,4.201
7514.498,21.983,23.086,4.107
7516.229,23.204,24.307,4.447
7517.960,23.993,25.038,5.773
7519.691,24.921,25.049,6.774
7521.423,24.978,25.307,6.304
7523.155,24.936,25.133,9.324
7524.887,23.851,24.397,20.527
7526.620,23.299,24.000,26.563
7528.353,24.561,24.341,17.762
7530.087,23.863,24.586,8.302
7531.821,24.342,24.609,9.456
7533.556,23.818,24.305,10.348
7535.291,24.114,24.312,7.224
7537.026,24.468,25.027,4.722
7538.761,24.817,25.050,4.541
7540.497,24.085,25.135,5.360
7542.234,24.894,25.062,6.186
7543.971,24.623,24.951,5.936
7545.708,24.382,24.969,4.950
7547.446,24.334,25.035,4.338
7549.184,23.659,24.912,4.510
7550.922,24.691,24.742,4.272
7552.661,24.433,24.818,4.259
7554.400,24.175,25.027,4.634
7556.140,24.679,24.836,4.841
7557.880,23.667,24.212,6.764
7559.621,23.694,24.457,8.826
7561.361,24.087,24.838,7.815
7563.103,24.161,24.957,5.313
7564.844,24.404,24.944,4.557
7566.586,24.127,25.040,4.636
7568.329,24.191,25.120,5.448
7570.072,23.778,24.612,6.536
7571.815,23.512,24.304,11.457
7573.559,24.577,24.718,19.346
7575.303,24.546,24.968,18.709
7577.047,23.781,24.809,9.970
7578.792,23.498,24.827,5.644
7580.537,25.432,24.967,4.521
7582.283,25.163,24.952,4.321
7584.029,25.069,24.694,4.175
7585.776,23.310,24.036,5.685
7587.523,22.534,23.332,9.244
7589.270,22.697,23.338,10.002
7591.018,22.745,24.158,6.490
7592.766,24.101,24.480,4.517
7594.514,24.439,24.819,4.403
7596.263,24.445,24.794,4.704
7598.012,24.207,24.376,8.260
7599.762,24.093,24.261,17.869
7601.512,25.867,24.637,21.739
7603.263,24.455,24.285,13.662
7605.014,24.674,24.460,6.601
7606.765,24.264,24.575,6.973
7608.517,24.179,24.292,7.289
7610.269,25.188,24.147,7.023
7612.021,23.145,24.149,7.235
7613.774,22.528,24.350,6.611
7615.528,24.644,24.424,5.916
7617.281,23.687,23.919,6.714
7619.036,23.168,23.295,8.769
7620.790,22.054,23.294,10.067
7622.545,23.053,23.358,8.873
7624.300,24.053,23.886,8.070
7626.056,23.742,24.929,7.735
7627.812,24.277,25.096,8.834
7629.569,23.821,24.609,15.207
7631.326,24.549,24.711,18.500
7633.083,24.964,24.432,12.732
7634.841,23.665,24.577,6.853
7636.599,23.770,24.703,5.467
7638.358,24.085,24.743,5.198
7640.117,24.796,24.666,5.383
7641.876,24.071,24.475,5.644
7643.636,23.188,24.630,5.758
7645.396,24.890,24.864,5.645
7647.157,25.236,24.361,5.236
7648.918,24.004,24.694,4.927
7650.679,24.448,25.038,4.890
7652.441,23.863,23.843,5.452
7654.203,23.461,24.586,6.969
7655.966,23.418,23.929,7.753
7657.729,22.929,23.470,6.357
7659.493,21.954,23.322,4.590
7661.256,22.626,22.693,4.616
7663.021,21.052,21.978,8.440
7664.785,22.336,22.826,10.595
7666.550,21.599,20.218,8.237
7668.316,20.217,19.886,4.900
7670.082,22.672,22.281,4.226
7671.848,24.839,24.249,4.255
7673.615,23.911,24.064,4.156
7675.382,24.268,24.474,4.190
7677.150,24.107,24.501,4.276
7678.917,24.837,24.242,4.150
7680.686,24.502,24.212,4.251
7682.455,23.703,24.191,4.855
7684.224,24.419,23.882,5.440
7685.993,24.523,24.341,5.532
7687.763,23.720,24.305,5.717
7689.534,24.261,24.274,6.263
7691.304,24.192,24.171,6.347
7693.076,23.477,23.768,6.302
7694.847,23.641,23.406,6.371
7696.619,23.456,23.868,5.670
7698.392,23.729,23.915,5.750
7700.164,22.073,22.055,7.836
7701.938,21.933,20.927,9.078
7703.711,23.281,22.217,7.385
7705.485,23.782,24.219,5.262
7707.260,24.644,24.261,4.441
7709.035,24.555,24.041,4.532
7710.810,23.965,23.758,5.465
7712.586,24.030,23.453,19.679
7714.362,23.564,23.219,39.453
7716.138,22.883,22.894,46.339
7717.915,22.221,22.231,48.393
7719.692,25.198,23.442,49.082
7721.470,23.144,23.820,27.582
7723.248,23.349,23.589,10.030
7725.027,23.774,23.486,11.106
7726.806,22.675,23.385,16.180
7728.585,23.998,23.636,15.540
7730.365,23.723,23.738,10.668
7732.145,23.838,24.007,5.892
7733.926,24.239,24.218,5.412
7735.707,23.314,24.191,6.423
7737.488,24.275,24.178,7.665
7739.270,24.058,24.474,7.084
7741.052,23.441,24.337,5.773
7742.835,23.518,24.187,5.448
7744.618,24.005,23.895,5.184
7746.401,24.481,23.716,5.140
7748.185,24.010,23.807,6.174
7749.970,22.910,22.821,18.663
7751.754,22.256,22.640,47.852
7753.539,24.684,23.646,58.597
7755.325,23.030,24.407,29.582
7757.111,23.602,24.358,8.649
7758.897,23.907,24.204,8.200
7760.684,23.361,24.017,18.084
7762.471,24.219,24.065,24.420
7764.259,23.554,24.081,16.492
7766.047,24.115,24.165,6.460
7767.835,24.702,24.160,4.512
7769.624,23.975,23.883,4.540
7771.413,24.065,24.072,4.931
7773.203,23.513,24.114,7.283
7774.993,24.016,24.144,11.853
7776.783,24.516,24.171,11.837
7778.574,24.432,24.216,6.627
7780.366,23.003,24.083,8.685
7782.157,22.520,23.071,16.951
7783.949,23.620,22.678,15.985
7785.742,23.357,23.449,8.358
7787.535,24.266,24.077,5.641
7789.328,23.851,23.821,5.935
7791.122,23.331,23.365,6.696
7792.916,23.567,23.472,11.642
7794.711,23.837,23.661,29.475
7796.506,24.903,24.138,44.982
7798.301,23.834,23.996,31.003
7800.097,22.877,23.401,10.128
7801.893,23.750,23.513,4.781
7803.690,23.669,23.659,4.466
7805.487,24.460,23.870,4.629
7807.284,23.880,24.114,6.464
7809.082,24.165,24.019,15.734
7810.881,24.228,23.710,23.728
7812.679,23.359,23.679,17.484
7814.478,23.165,23.703,7.775
7816.278,24.208,24.104,6.317
7818.078,24.039,24.300,6.281
7819.878,24.022,24.175,7.417
7821.679,24.674,23.906,26.606
7823.480,22.956,23.711,55.794
7825.282,26.372,23.814,47.556
7827.084,22.560,24.022,12.496
7828.887,24.019,23.934,5.518
7830.689,23.911,23.716,5.805
7832.493,23.295,23.474,5.764
7834.296,22.431,22.986,5.127
7836.101,22.774,22.283,5.119
7837.905,22.674,22.405,4.971
7839.710,21.934,22.908,5.540
7841.515,23.259,23.495,12.153
7843.321,24.891,23.913,20.449
7845.127,23.936,23.929,17.553
7846.934,23.852,23.883,7.991
7848.741,24.752,24.078,5.522
7850.548,23.445,23.907,9.368
7852.356,25.492,23.652,17.864
7854.165,23.003,23.611,45.536
7855.973,25.657,23.571,62.156
7857.782,22.769,23.404,38.167
7859.592,23.277,23.576,16.399
7861.402,23.742,23.907,22.486
7863.212,24.703,23.739,24.708
7865.023,24.401,23.470,15.988
7866.834,22.639,23.999,6.702
7868.646,23.981,24.148,10.803
7870.458,24.014,23.895,18.577
7872.270,23.280,23.830,28.498
7874.083,24.129,23.962,24.988
7875.896,24.027,23.935,12.171
7877.710,24.019,23.642,6.494
7879.524,23.417,23.690,13.024
7881.339,24.176,23.682,20.809
7883.154,23.232,23.765,22.104
7884.969,23.942,23.792,15.963
7886.785,24.018,23.774,10.176
7888.601,23.969,23.834,9.646
7890.418,23.738,23.602,23.141
7892.235,25.562,23.913,34.595
7894.052,24.207,23.880,25.177
7895.870,23.456,23.684,10.522
7897.688,22.146,23.647,6.907
7899.507,23.125,23.633,5.562
7901.326,24.158,23.728,4.852
7903.146,22.818,23.664,4.797
7904.966,24.233,23.669,4.956
7906.786,23.905,23.757,5.552
7908.607,23.567,23.752,5.558
7910.428,23.277,23.506,5.813
7912.250,22.027,23.155,11.246
7914.072,22.480,23.095,36.919
7915.895,22.010,22.941,65.292
7917.717,23.997,22.867,48.460
7919.541,19.923,22.983,19.213
7921.365,22.690,23.099,20.954
7923.189,23.054,23.354,32.167
7925.013,22.921,23.399,26.363
7926.838,23.078,23.322,10.751
7928.664,21.743,23.333,6.067
7930.490,22.978,23.264,9.370
7932.316,22.703,22.895,21.108
7934.143,23.911,22.938,25.965
7935.970,21.786,23.181,15.640
7937.797,22.138,22.689,6.303
7939.625,21.007,21.939,4.706
7941.454,22.383,21.942,4.806
7943.282,22.780,22.742,5.118
7945.112,21.981,22.582,5.467
7946.941,21.815,21.819,6.431
7948.771,21.123,21.351,9.136
7950.602,21.284,21.960,15.968
7952.433,22.635,23.043,16.907
7954.264,23.170,23.309,9.784
7956.096,24.195,23.554,4.934
7957.928,23.740,23.460,4.245
7959.760,23.412,23.247,3.964
7961.594,23.051,23.284,4.090
7963.427,23.176,23.290,7.720
7965.261,21.319,22.884,29.345
7967.095,24.169,23.237,47.269
7968.930,24.195,23.559,34.679
7970.765,23.170,23.669,13.901
7972.600,23.912,23.764,7.508
7974.436,22.718,23.717,5.016
7976.273,22.955,23.372,5.389
7978.110,22.885,23.526,9.624
7979.947,22.600,22.844,18.822
7981.785,21.944,22.695,25.854
7983.623,23.915,23.135,19.217
7985.461,22.265,23.503,7.624
7987.300,23.891,23.589,4.730
7989.139,23.923,23.722,5.422
7990.979,22.870,23.445,6.249
7992.819,23.717,23.552,16.821
7994.660,23.198,23.849,44.085
7996.501,23.595,23.840,52.223
7998.343,22.383,23.404,25.770
8000.184,21.489,22.648,8.097
8002.027,20.831,22.441,5.964
8003.870,21.975,22.960,5.829
8005.713,22.075,23.626,5.673
8007.556,23.382,23.844,5.182
8009.400,23.103,23.588,4.704
8011.245,22.879,23.474,4.450
8013.090,23.568,23.389,6.067
8014.935,22.562,23.357,14.436
8016.781,22.058,23.519,20.160
8018.627,24.096,23.748,13.911
8020.473,22.831,23.758,7.462
8022.320,23.057,23.774,7.984
8024.168,23.772,23.595,8.812
8026.016,22.317,23.450,20.768
8027.864,22.633,22.913,37.617
8029.713,22.466,22.095,33.848
8031.562,22.034,22.104,16.312
8033.411,22.445,23.368,8.029
8035.261,24.074,23.781,5.943
8037.112,22.847,23.592,5.124
8038.962,23.485,23.545,4.642
8040.814,23.061,23.643,4.509
8042.665,23.241,23.419,4.885
8044.517,23.080,23.360,4.949
8046.370,22.440,22.982,4.494
8048.223,22.015,22.035,4.243
8050.076,22.083,21.708,4.799
8051.930,21.694,22.454,8.112
8053.784,22.528,23.200,13.146
8055.639,23.025,23.454,12.228
8057.494,23.104,23.270,6.682
8059.350,23.530,23.313,4.417
8061.206,22.553,23.458,6.528
8063.062,24.095,23.444,16.579
8064.919,24.022,23.379,24.002
8066.776,22.785,23.342,14.980
8068.634,23.722,23.393,5.897
8070.492,22.640,23.050,4.421
8072.350,22.728,22.646,4.000
8074.209,22.324,22.642,4.160
8076.069,22.272,22.892,4.431
8077.928,22.765,22.845,5.156
8079.789,23.624,23.145,5.714
8081.649,22.723,23.214,5.131
8083.510,23.033,23.122,4.589
8085.372,23.382,22.864,4.910
8087.234,22.081,22.238,5.735
8089.096,21.822,22.306,5.389
8090.959,22.733,22.962,4.293
8092.822,22.121,22.988,4.593
8094.686,22.032,22.534,7.179
8096.550,22.764,22.302,8.712
8098.414,21.974,22.471,6.522
8100.279,22.456,22.560,4.560
8102.145,22.122,22.562,6.484
8104.011,21.052,22.969,11.836
